chemicalId,diseaseId,chemicalName,diseaseName,recordCount,pubmedCount,directEvidence,inferenceGeneSymbolCount
MESH:C014024,MESH:D009336,"2,4,5,2',4',5'-hexachlorobiphenyl",Necrosis,1,3,marker/mechanism,0
MESH:C014024,MESH:D011297,"2,4,5,2',4',5'-hexachlorobiphenyl",Prenatal Exposure Delayed Effects,1,8,marker/mechanism,0
MESH:C085911,MESH:D005910,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Glioma,1,2,therapeutic,0
MESH:C085911,MESH:D006930,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Hyperalgesia,1,2,therapeutic,0
MESH:C085911,MESH:D009361,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Neoplasm Invasiveness,1,7,therapeutic,0
MESH:C085911,MESH:D009362,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Neoplasm Metastasis,1,2,therapeutic,0
MESH:C085911,MESH:D010051,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,Ovarian Neoplasms,1,3,therapeutic,0
MESH:C076996,MESH:D000544,27-hydroxycholesterol,Alzheimer Disease,1,2,marker/mechanism,0
MESH:C076996,MESH:D050197,27-hydroxycholesterol,Atherosclerosis,1,2,marker/mechanism,0
MESH:D015073,MESH:D006528,2-Acetylaminofluorene,"Carcinoma, Hepatocellular",1,11,marker/mechanism,0
MESH:D015073,MESH:D056486,2-Acetylaminofluorene,Chemical and Drug Induced Liver Injury,1,3,marker/mechanism,0
MESH:D015073,MESH:D008113,2-Acetylaminofluorene,Liver Neoplasms,1,20,marker/mechanism,0
MESH:D015073,MESH:D008114,2-Acetylaminofluorene,"Liver Neoplasms, Experimental",1,20,marker/mechanism,0
MESH:D015073,MESH:D011230,2-Acetylaminofluorene,Precancerous Conditions,1,16,marker/mechanism,0
MESH:D015073,MESH:D001749,2-Acetylaminofluorene,Urinary Bladder Neoplasms,1,5,marker/mechanism,0
MESH:C049584,MESH:D000230,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Adenocarcinoma,1,8,marker/mechanism,0
MESH:C049584,MESH:D000236,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Adenoma,1,4,marker/mechanism,0
MESH:C049584,MESH:D001943,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Breast Neoplasms,1,5,marker/mechanism,0
MESH:C049584,MESH:D002277,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Carcinoma,1,16,marker/mechanism,0
MESH:C049584,MESH:D003110,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Colonic Neoplasms,1,31,marker/mechanism,0
MESH:C049584,MESH:D015179,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Colorectal Neoplasms,1,3,marker/mechanism,0
MESH:C049584,MESH:D007414,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Intestinal Neoplasms,1,13,marker/mechanism,0
MESH:C049584,MESH:D015674,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine","Mammary Neoplasms, Animal",1,29,marker/mechanism,0
MESH:C049584,MESH:D008325,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine","Mammary Neoplasms, Experimental",1,25,marker/mechanism,0
MESH:C049584,MESH:D048629,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine","Micronuclei, Chromosome-Defective",1,2,marker/mechanism,0
MESH:C049584,MESH:D009361,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Neoplasm Invasiveness,1,2,marker/mechanism,0
MESH:C049584,MESH:D010190,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Pancreatic Neoplasms,1,2,marker/mechanism,0
MESH:C049584,MESH:D019048,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Prostatic Intraepithelial Neoplasia,1,2,marker/mechanism,0
MESH:C049584,MESH:D011471,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Prostatic Neoplasms,1,10,marker/mechanism,0
MESH:C049584,MESH:D015431,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Weight Loss,1,2,marker/mechanism,0
MESH:C036990,MESH:D006528,"2-amino-3,8-dimethylimidazo(4,5-f)quinoxaline","Carcinoma, Hepatocellular",1,2,marker/mechanism,0
MESH:C036990,MESH:D003110,"2-amino-3,8-dimethylimidazo(4,5-f)quinoxaline",Colonic Neoplasms,1,2,marker/mechanism,0
MESH:C036990,MESH:D006529,"2-amino-3,8-dimethylimidazo(4,5-f)quinoxaline",Hepatomegaly,1,2,marker/mechanism,0
MESH:C036990,MESH:D008113,"2-amino-3,8-dimethylimidazo(4,5-f)quinoxaline",Liver Neoplasms,1,8,marker/mechanism,0
MESH:C036990,MESH:D015674,"2-amino-3,8-dimethylimidazo(4,5-f)quinoxaline","Mammary Neoplasms, Animal",1,2,marker/mechanism,0
MESH:C036990,MESH:D008325,"2-amino-3,8-dimethylimidazo(4,5-f)quinoxaline","Mammary Neoplasms, Experimental",1,2,marker/mechanism,0
MESH:C036990,MESH:D009369,"2-amino-3,8-dimethylimidazo(4,5-f)quinoxaline",Neoplasms,1,2,marker/mechanism,0
MESH:C036990,MESH:D011230,"2-amino-3,8-dimethylimidazo(4,5-f)quinoxaline",Precancerous Conditions,1,2,marker/mechanism,0
MESH:C036990,MESH:D011471,"2-amino-3,8-dimethylimidazo(4,5-f)quinoxaline",Prostatic Neoplasms,1,2,marker/mechanism,0
MESH:C029216,MESH:D000236,"2-amino-3-methylimidazo(4,5-f)quinoline",Adenoma,1,2,marker/mechanism,0
MESH:C029216,MESH:D006528,"2-amino-3-methylimidazo(4,5-f)quinoline","Carcinoma, Hepatocellular",1,3,marker/mechanism,0
MESH:C029216,MESH:D002294,"2-amino-3-methylimidazo(4,5-f)quinoline","Carcinoma, Squamous Cell",1,3,marker/mechanism,0
MESH:C029216,MESH:D003110,"2-amino-3-methylimidazo(4,5-f)quinoline",Colonic Neoplasms,1,10,marker/mechanism,0
MESH:C029216,MESH:D008113,"2-amino-3-methylimidazo(4,5-f)quinoline",Liver Neoplasms,1,4,marker/mechanism,0
MESH:C029216,MESH:D008114,"2-amino-3-methylimidazo(4,5-f)quinoline","Liver Neoplasms, Experimental",1,2,marker/mechanism,0
MESH:C029216,MESH:D008175,"2-amino-3-methylimidazo(4,5-f)quinoline",Lung Neoplasms,1,3,marker/mechanism,0
MESH:C029216,MESH:D009369,"2-amino-3-methylimidazo(4,5-f)quinoline",Neoplasms,1,2,marker/mechanism,0
MESH:C029216,MESH:D011230,"2-amino-3-methylimidazo(4,5-f)quinoline",Precancerous Conditions,1,2,marker/mechanism,0
MESH:C004369,MESH:D064420,2-phenylphenol,Drug-Related Side Effects and Adverse Reactions,1,2,marker/mechanism,0
MESH:C004369,MESH:D001749,2-phenylphenol,Urinary Bladder Neoplasms,1,4,marker/mechanism,0
MESH:C097869,MESH:D006333,"3-(2-ethylphenoxy)-1-(1,2,3,4-tetrahydronaphth-1-ylamino)-2-propanol oxalate",Heart Failure,1,2,therapeutic,0
MESH:C054649,MESH:D001008,"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol",Anxiety Disorders,1,2,marker/mechanism,0
MESH:C054649,MESH:D002375,"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol",Catalepsy,1,3,marker/mechanism,0
MESH:C054649,MESH:D006948,"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol",Hyperkinesis,1,2,therapeutic,0
MESH:C054649,MESH:D007035,"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol",Hypothermia,1,6,marker/mechanism,0
MESH:C041525,MESH:D002471,"3,3',4,5'-tetrahydroxystilbene","Cell Transformation, Neoplastic",1,4,therapeutic,0
MESH:C016392,MESH:D001943,"3,3'-diindolylmethane",Breast Neoplasms,1,2,therapeutic,0
MESH:C023035,MESH:D001284,"3,4,5,3',4'-pentachlorobiphenyl",Atrophy,1,2,marker/mechanism,0
MESH:C023035,MESH:D056486,"3,4,5,3',4'-pentachlorobiphenyl",Chemical and Drug Induced Liver Injury,1,7,marker/mechanism,0
MESH:C023035,MESH:D018281,"3,4,5,3',4'-pentachlorobiphenyl",Cholangiocarcinoma,1,2,marker/mechanism,0
MESH:C023035,MESH:D019465,"3,4,5,3',4'-pentachlorobiphenyl",Craniofacial Abnormalities,1,3,marker/mechanism,0
MESH:C023035,MESH:D004487,"3,4,5,3',4'-pentachlorobiphenyl",Edema,1,5,marker/mechanism,0
MESH:C023035,MESH:D005234,"3,4,5,3',4'-pentachlorobiphenyl",Fatty Liver,1,8,marker/mechanism,0
MESH:C023035,MESH:D006130,"3,4,5,3',4'-pentachlorobiphenyl",Growth Disorders,1,2,marker/mechanism,0
MESH:C023035,MESH:D006330,"3,4,5,3',4'-pentachlorobiphenyl","Heart Defects, Congenital",1,2,marker/mechanism,0
MESH:C023035,MESH:D006529,"3,4,5,3',4'-pentachlorobiphenyl",Hepatomegaly,1,9,marker/mechanism,0
MESH:C023035,MESH:D006984,"3,4,5,3',4'-pentachlorobiphenyl",Hypertrophy,1,2,marker/mechanism,0
MESH:C023035,MESH:D007003,"3,4,5,3',4'-pentachlorobiphenyl",Hypoglycemia,1,2,marker/mechanism,0
MESH:C023035,MESH:D007249,"3,4,5,3',4'-pentachlorobiphenyl",Inflammation,1,2,marker/mechanism,0
MESH:C023035,MESH:D009336,"3,4,5,3',4'-pentachlorobiphenyl",Necrosis,1,2,marker/mechanism,0
MESH:C023035,MESH:D011041,"3,4,5,3',4'-pentachlorobiphenyl",Poisoning,1,2,marker/mechanism,0
MESH:C023035,MESH:D011297,"3,4,5,3',4'-pentachlorobiphenyl",Prenatal Exposure Delayed Effects,1,3,marker/mechanism,0
MESH:C023035,MESH:D015431,"3,4,5,3',4'-pentachlorobiphenyl",Weight Loss,1,3,marker/mechanism,0
MESH:C434003,MESH:D002471,3-(4-methylphenylsulfonyl)-2-propenenitrile,"Cell Transformation, Neoplastic",1,2,therapeutic,0
MESH:C434003,MESH:D009361,3-(4-methylphenylsulfonyl)-2-propenenitrile,Neoplasm Invasiveness,1,2,therapeutic,0
MESH:C019133,MESH:D002471,"3-amino-1-methyl-5H-pyrido(4,3-b)indole","Cell Transformation, Neoplastic",1,2,marker/mechanism,0
MESH:C019133,MESH:D008114,"3-amino-1-methyl-5H-pyrido(4,3-b)indole","Liver Neoplasms, Experimental",1,4,marker/mechanism,0
MESH:C019133,MESH:D010212,"3-amino-1-methyl-5H-pyrido(4,3-b)indole",Papilloma,1,2,marker/mechanism,0
MESH:C019133,MESH:D012640,"3-amino-1-methyl-5H-pyrido(4,3-b)indole",Seizures,1,2,marker/mechanism,0
MESH:C019133,MESH:D012878,"3-amino-1-methyl-5H-pyrido(4,3-b)indole",Skin Neoplasms,1,2,marker/mechanism,0
MESH:C019133,MESH:D001749,"3-amino-1-methyl-5H-pyrido(4,3-b)indole",Urinary Bladder Neoplasms,1,2,marker/mechanism,0
MESH:C025160,MESH:D015427,3-aminobenzamide,Reperfusion Injury,1,2,therapeutic,0
MESH:C070417,MESH:D002375,"(3R)-((2,3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl))methanone",Catalepsy,1,4,marker/mechanism,0
MESH:C070417,MESH:D003072,"(3R)-((2,3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl))methanone",Cognition Disorders,1,2,therapeutic,0
MESH:C070417,MESH:D006930,"(3R)-((2,3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl))methanone",Hyperalgesia,1,8,therapeutic,0
MESH:C070417,MESH:D006948,"(3R)-((2,3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl))methanone",Hyperkinesis,1,2,therapeutic,0
MESH:C070417,MESH:D007035,"(3R)-((2,3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl))methanone",Hypothermia,1,5,marker/mechanism,0
MESH:C070417,MESH:D008569,"(3R)-((2,3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl))methanone",Memory Disorders,1,2,marker/mechanism,0
MESH:C070417,MESH:D010146,"(3R)-((2,3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl))methanone",Pain,1,5,therapeutic,0
MESH:C070417,MESH:D012640,"(3R)-((2,3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl))methanone",Seizures,1,2,therapeutic,0
MESH:C006757,MESH:D008114,4-biphenylamine,"Liver Neoplasms, Experimental",1,2,marker/mechanism,0
MESH:C006757,MESH:D015674,4-biphenylamine,"Mammary Neoplasms, Animal",1,2,marker/mechanism,0
MESH:C006757,MESH:D008325,4-biphenylamine,"Mammary Neoplasms, Experimental",1,2,marker/mechanism,0
MESH:C006757,MESH:D001749,4-biphenylamine,Urinary Bladder Neoplasms,1,4,marker/mechanism,0
MESH:C027576,MESH:D009336,4-hydroxy-2-nonenal,Necrosis,1,2,marker/mechanism,0
MESH:C027576,MESH:D009765,4-hydroxy-2-nonenal,Obesity,1,2,marker/mechanism,0
MESH:C014036,MESH:D002471,4-hydroxyestradiol,"Cell Transformation, Neoplastic",1,4,marker/mechanism,0
MESH:C016583,MESH:D000230,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,Adenocarcinoma,1,3,marker/mechanism,0
MESH:C016583,MESH:D000077192,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,Adenocarcinoma of Lung,1,3,marker/mechanism,0
MESH:C016583,MESH:D000236,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,Adenoma,1,6,marker/mechanism,0
MESH:C016583,MESH:D002471,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,"Cell Transformation, Neoplastic",1,3,marker/mechanism,0
MESH:C016583,MESH:D006965,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,Hyperplasia,1,3,marker/mechanism,0
MESH:C016583,MESH:D008175,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,Lung Neoplasms,1,31,marker/mechanism,0
MESH:C016583,MESH:D009361,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,Neoplasm Invasiveness,1,2,marker/mechanism,0
MESH:C016583,MESH:D009374,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,"Neoplasms, Experimental",1,3,marker/mechanism,0
MESH:C075773,MESH:D056486,4-phenylbutyric acid,Chemical and Drug Induced Liver Injury,1,4,therapeutic,0
MESH:C075773,MESH:D022124,4-phenylbutyric acid,Hyperammonemia,1,2,therapeutic,0
MESH:C075773,MESH:D006943,4-phenylbutyric acid,Hyperglycemia,1,2,therapeutic,0
MESH:D015123,MESH:D002471,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide","Cell Transformation, Neoplastic",1,5,marker/mechanism,0
MESH:C016705,MESH:D019082,7-dehydrocholesterol,Smith-Lemli-Opitz Syndrome,1,2,marker/mechanism,0
MESH:D015124,MESH:D006930,8-Bromo Cyclic Adenosine Monophosphate,Hyperalgesia,1,4,marker/mechanism,0
MESH:D015124,MESH:D010146,8-Bromo Cyclic Adenosine Monophosphate,Pain,1,2,marker/mechanism,0
MESH:D015127,MESH:D000230,"9,10-Dimethyl-1,2-benzanthracene",Adenocarcinoma,1,8,marker/mechanism,0
MESH:D015127,MESH:D000236,"9,10-Dimethyl-1,2-benzanthracene",Adenoma,1,2,marker/mechanism,0
MESH:D015127,MESH:D001943,"9,10-Dimethyl-1,2-benzanthracene",Breast Neoplasms,1,34,marker/mechanism,0
MESH:D015127,MESH:D002277,"9,10-Dimethyl-1,2-benzanthracene",Carcinoma,1,4,marker/mechanism,0
MESH:D015127,MESH:D002294,"9,10-Dimethyl-1,2-benzanthracene","Carcinoma, Squamous Cell",1,9,marker/mechanism,0
MESH:D015127,MESH:D002471,"9,10-Dimethyl-1,2-benzanthracene","Cell Transformation, Neoplastic",1,4,marker/mechanism,0
MESH:D015127,MESH:D056486,"9,10-Dimethyl-1,2-benzanthracene",Chemical and Drug Induced Liver Injury,1,4,marker/mechanism,0
MESH:D015127,MESH:D004195,"9,10-Dimethyl-1,2-benzanthracene","Disease Models, Animal",1,4,marker/mechanism,0
MESH:D015127,MESH:D006965,"9,10-Dimethyl-1,2-benzanthracene",Hyperplasia,1,9,marker/mechanism,0
MESH:D015127,MESH:D007249,"9,10-Dimethyl-1,2-benzanthracene",Inflammation,1,2,marker/mechanism,0
MESH:D015127,MESH:D007674,"9,10-Dimethyl-1,2-benzanthracene",Kidney Diseases,1,3,marker/mechanism,0
MESH:D015127,MESH:D008113,"9,10-Dimethyl-1,2-benzanthracene",Liver Neoplasms,1,2,marker/mechanism,0
MESH:D015127,MESH:D008114,"9,10-Dimethyl-1,2-benzanthracene","Liver Neoplasms, Experimental",1,2,marker/mechanism,0
MESH:D015127,MESH:D015674,"9,10-Dimethyl-1,2-benzanthracene","Mammary Neoplasms, Animal",1,23,marker/mechanism,0
MESH:D015127,MESH:D008325,"9,10-Dimethyl-1,2-benzanthracene","Mammary Neoplasms, Experimental",1,30,marker/mechanism,0
MESH:D015127,MESH:D009062,"9,10-Dimethyl-1,2-benzanthracene",Mouth Neoplasms,1,7,marker/mechanism,0
MESH:D015127,MESH:D009369,"9,10-Dimethyl-1,2-benzanthracene",Neoplasms,1,2,marker/mechanism,0
MESH:D015127,MESH:D009374,"9,10-Dimethyl-1,2-benzanthracene","Neoplasms, Experimental",1,9,marker/mechanism,0
MESH:D015127,MESH:D010212,"9,10-Dimethyl-1,2-benzanthracene",Papilloma,1,12,marker/mechanism,0
MESH:D015127,MESH:D011230,"9,10-Dimethyl-1,2-benzanthracene",Precancerous Conditions,1,6,marker/mechanism,0
MESH:D015127,MESH:D011471,"9,10-Dimethyl-1,2-benzanthracene",Prostatic Neoplasms,1,2,marker/mechanism,0
MESH:D015127,MESH:D012878,"9,10-Dimethyl-1,2-benzanthracene",Skin Neoplasms,1,41,marker/mechanism,0
MESH:D015127,MESH:D000077195,"9,10-Dimethyl-1,2-benzanthracene",Squamous Cell Carcinoma of Head and Neck,1,3,marker/mechanism,0
MESH:D015127,MESH:D015431,"9,10-Dimethyl-1,2-benzanthracene",Weight Loss,1,9,marker/mechanism,0
MESH:D000099227,MESH:D056486,Abacavir,Chemical and Drug Induced Liver Injury,1,2,marker/mechanism,0
MESH:D000099227,MESH:D004342,Abacavir,Drug Hypersensitivity,1,2,marker/mechanism,0
MESH:D000099227,MESH:D009203,Abacavir,Myocardial Infarction,1,4,marker/mechanism,0
MESH:D000074,MESH:D001281,Acenocoumarol,Atrial Fibrillation,1,2,therapeutic,0
MESH:D000074,MESH:D056486,Acenocoumarol,Chemical and Drug Induced Liver Injury,1,3,marker/mechanism,0
MESH:D000074,MESH:D006470,Acenocoumarol,Hemorrhage,1,2,marker/mechanism,0
MESH:D000074,MESH:D020300,Acenocoumarol,Intracranial Hemorrhages,1,3,marker/mechanism,0
MESH:D000074,MESH:D020246,Acenocoumarol,Venous Thrombosis,1,3,therapeutic,0
MESH:D000079,MESH:D007022,Acetaldehyde,Hypotension,1,2,marker/mechanism,0
MESH:D000079,MESH:D008175,Acetaldehyde,Lung Neoplasms,1,2,marker/mechanism,0
MESH:D000082,MESH:D058186,Acetaminophen,Acute Kidney Injury,1,46,marker/mechanism,0
MESH:D000082,MESH:D000743,Acetaminophen,"Anemia, Hemolytic",1,3,marker/mechanism,0
MESH:D000082,MESH:D001172,Acetaminophen,"Arthritis, Rheumatoid",1,2,therapeutic,0
MESH:D000082,MESH:D006528,Acetaminophen,"Carcinoma, Hepatocellular",2,4,marker/mechanism|therapeutic,0
MESH:D000082,MESH:D002292,Acetaminophen,"Carcinoma, Renal Cell",1,4,marker/mechanism,0
MESH:D000082,MESH:D002318,Acetaminophen,Cardiovascular Diseases,1,2,marker/mechanism,0
