targetId,diseaseId,targetName,targetSource,diseaseName,diseaseSource,association_count
10381,3792,TUBB3,NCBI,ovarian carcinosarcoma,MONDO,1
10381,3795,TUBB3,NCBI,ovarian small cell carcinoma,MONDO,1
10381,4989,TUBB3,NCBI,breast carcinoma,MONDO,1
10381,5601,TUBB3,NCBI,ovarian mucinous adenocarcinoma,MONDO,1
10381,5744,TUBB3,NCBI,yolk sac tumor,MONDO,1
10381,6045,TUBB3,NCBI,ovarian clear cell adenocarcinoma,MONDO,1
10381,6335,TUBB3,NCBI,ovarian endometrioid adenocarcinoma,MONDO,1
10381,7254,TUBB3,NCBI,breast cancer,MONDO,1
10381,8170,TUBB3,NCBI,ovarian cancer,MONDO,1
10499,16266,NCOA2,NCBI,squamous cell carcinoma of the corpus uteri,MONDO,1
10499,16267,NCOA2,NCBI,undifferentiated carcinoma of the corpus uteri,MONDO,1
10499,16419,NCOA2,NCBI,hereditary breast carcinoma,MONDO,1
10499,21100,NCOA2,NCBI,breast neoplasm,MONDO,1
10499,23122,NCOA2,NCBI,familial prostate carcinoma,MONDO,1
10499,3582,NCOA2,NCBI,hereditary breast ovarian cancer syndrome,MONDO,1
10499,4989,NCOA2,NCBI,breast carcinoma,MONDO,1
10499,5159,NCOA2,NCBI,prostate carcinoma,MONDO,1
10499,7254,NCOA2,NCBI,breast cancer,MONDO,1
10499,8315,NCOA2,NCBI,prostate cancer,MONDO,1
1066,11122,CES1,NCBI,obesity disorder,MONDO,1
1066,19182,CES1,NCBI,monogenic obesity,MONDO,1
1066,21117,CES1,NCBI,lung neoplasm,MONDO,1
1066,5530,CES1,NCBI,opiate dependence,MONDO,1
1066,5531,CES1,NCBI,morphine dependence,MONDO,1
1066,7079_2491_4938_2046_5367_5689_4456_5186,CES1,NCBI,substance abuse/dependence,MONDO_grouped,1
1066,8903,CES1,NCBI,lung cancer,MONDO,1
1080,11559_9469_19008,CFTR,NCBI,benign recurrent intrahepatic cholestasis,MONDO_grouped,1
1080,11986_4982_5003_6515_3232,CFTR,NCBI,pancreatitis,MONDO_grouped,1
1080,15762_17290_18804,CFTR,NCBI,familial intrahepatic cholestasis,MONDO_grouped,1
1080,1751,CFTR,NCBI,cholestasis,MONDO,1
1080,18956,CFTR,NCBI,idiopathic bronchiectasis,MONDO,1
1080,2494,CFTR,NCBI,substance-related disorder,MONDO,1
1080,3014_4514,CFTR,NCBI,rhinitis,MONDO_grouped,1
1080,4822,CFTR,NCBI,bronchiectasis,MONDO,1
1080,5575,CFTR,NCBI,colorectal cancer,MONDO,1
1080,7079_2491_4938_2046_5367_5689_4456_5186,CFTR,NCBI,substance abuse/dependence,MONDO_grouped,1
1080,9061,CFTR,NCBI,cystic fibrosis,MONDO,1
10846,4985_693_24613_1866,PDE10A,NCBI,bipolar disorder,MONDO_grouped,1
10846,7079_2491_4938_2046_5367_5689_4456_5186,PDE10A,NCBI,substance abuse/dependence,MONDO_grouped,1
10846,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,PDE10A,NCBI,major affective disorder,MONDO_grouped,1
111,12048,ADCY5,NCBI,endogenous depression,MONDO,1
111,1442,ADCY5,NCBI,dysthymic disorder,MONDO,1
111,2009_12050_12100,ADCY5,NCBI,major depressive disorder,MONDO_grouped,1
111,4993,ADCY5,NCBI,carcinoma,MONDO,1
111,5015,ADCY5,NCBI,diabetes mellitus (disease),MONDO,1
111,5148,ADCY5,NCBI,type 2 diabetes mellitus,MONDO,1
111,5263,ADCY5,NCBI,unipolar depression,MONDO,1
111,5298,ADCY5,NCBI,osteoporosis,MONDO,1
111,5379,ADCY5,NCBI,neurotic disorder,MONDO,1
111,7079_2491_4938_2046_5367_5689_4456_5186,ADCY5,NCBI,substance abuse/dependence,MONDO_grouped,1
111,8159,ADCY5,NCBI,postmenopausal osteoporosis,MONDO,1
111,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,ADCY5,NCBI,anxiety disorder,MONDO_grouped,1
11188,16266,NISCH,NCBI,squamous cell carcinoma of the corpus uteri,MONDO,1
11188,16267,NISCH,NCBI,undifferentiated carcinoma of the corpus uteri,MONDO,1
11188,16419,NISCH,NCBI,hereditary breast carcinoma,MONDO,1
11188,21100,NISCH,NCBI,breast neoplasm,MONDO,1
11188,3582,NISCH,NCBI,hereditary breast ovarian cancer syndrome,MONDO,1
11188,4989,NISCH,NCBI,breast carcinoma,MONDO,1
11188,5468,NISCH,NCBI,hypotensive disorder,MONDO,1
11188,7254,NISCH,NCBI,breast cancer,MONDO,1
11251,4765,PTGDR2,NCBI,intrinsic asthma,MONDO,1
11251,4784,PTGDR2,NCBI,allergic asthma,MONDO,1
11251,4979,PTGDR2,NCBI,asthma,MONDO,1
1128,1386,CHRM1,NCBI,visual epilepsy,MONDO,1
1128,5027,CHRM1,NCBI,epilepsy,MONDO,1
1128,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,CHRM1,NCBI,schizophrenia,MONDO_grouped,1
1128,5264,CHRM1,NCBI,transient ischemic attack (disease),MONDO,1
1128,5299,CHRM1,NCBI,brain ischemia,MONDO,1
1128,5384,CHRM1,NCBI,partial epilepsy,MONDO,1
1128,6891,CHRM1,NCBI,partial motor epilepsy,MONDO,1
1129,12819,CHRM2,NCBI,diabetic ketoacidosis,MONDO,1
1129,1442,CHRM2,NCBI,dysthymic disorder,MONDO,1
1129,1445,CHRM2,NCBI,obsolete neurogenic bladder (disease),MONDO,1
1129,2494,CHRM2,NCBI,substance-related disorder,MONDO,1
1129,4985_693_24613_1866,CHRM2,NCBI,bipolar disorder,MONDO_grouped,1
1129,5016,CHRM2,NCBI,diabetic nephropathy,MONDO,1
1129,5027,CHRM2,NCBI,epilepsy,MONDO,1
1129,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,CHRM2,NCBI,schizophrenia,MONDO_grouped,1
1129,5263,CHRM2,NCBI,unipolar depression,MONDO,1
1129,5379,CHRM2,NCBI,neurotic disorder,MONDO,1
1129,5693,CHRM2,NCBI,cauda equina syndrome,MONDO,1
1129,7079_2491_4938_2046_5367_5689_4456_5186,CHRM2,NCBI,substance abuse/dependence,MONDO_grouped,1
1129,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,CHRM2,NCBI,major affective disorder,MONDO_grouped,1
1129,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,CHRM2,NCBI,anxiety disorder,MONDO_grouped,1
1131,5155,CHRM3,NCBI,cirrhosis of liver,MONDO,1
1131,5359,CHRM3,NCBI,drug-induced liver injury,MONDO,1
1132,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,CHRM4,NCBI,schizophrenia,MONDO_grouped,1
1133,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,CHRM5,NCBI,schizophrenia,MONDO_grouped,1
1133,5531,CHRM5,NCBI,morphine dependence,MONDO,1
1133,5567,CHRM5,NCBI,substance withdrawal syndrome,MONDO,1
1133,7079_2491_4938_2046_5367_5689_4456_5186,CHRM5,NCBI,substance abuse/dependence,MONDO_grouped,1
1135,1442,CHRNA2,NCBI,dysthymic disorder,MONDO,1
1135,21117,CHRNA2,NCBI,lung neoplasm,MONDO,1
1135,4985_693_24613_1866,CHRNA2,NCBI,bipolar disorder,MONDO_grouped,1
1135,5263,CHRNA2,NCBI,unipolar depression,MONDO,1
1135,5379,CHRNA2,NCBI,neurotic disorder,MONDO,1
1135,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,CHRNA2,NCBI,major affective disorder,MONDO_grouped,1
1135,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,CHRNA2,NCBI,anxiety disorder,MONDO_grouped,1
1135,8903,CHRNA2,NCBI,lung cancer,MONDO,1
1136,1292,CHRNA3,NCBI,autonomic nervous system disease,MONDO,1
1136,1386,CHRNA3,NCBI,visual epilepsy,MONDO,1
1136,21117,CHRNA3,NCBI,lung neoplasm,MONDO,1
1136,5027,CHRNA3,NCBI,epilepsy,MONDO,1
1136,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,CHRNA3,NCBI,schizophrenia,MONDO_grouped,1
1136,5384,CHRNA3,NCBI,partial epilepsy,MONDO,1
1136,5531,CHRNA3,NCBI,morphine dependence,MONDO,1
1136,6891,CHRNA3,NCBI,partial motor epilepsy,MONDO,1
1136,7079_2491_4938_2046_5367_5689_4456_5186,CHRNA3,NCBI,substance abuse/dependence,MONDO_grouped,1
1136,8575,CHRNA3,NCBI,nicotine dependence,MONDO,1
1136,8903,CHRNA3,NCBI,lung cancer,MONDO,1
1137,1386,CHRNA4,NCBI,visual epilepsy,MONDO,1
1137,1442,CHRNA4,NCBI,dysthymic disorder,MONDO,1
1137,20643,CHRNA4,NCBI,autism susceptibility 1,MONDO,1
1137,5027,CHRNA4,NCBI,epilepsy,MONDO,1
1137,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,CHRNA4,NCBI,schizophrenia,MONDO_grouped,1
1137,5258,CHRNA4,NCBI,autism spectrum disorder,MONDO,1
1137,5260,CHRNA4,NCBI,autism (disease),MONDO,1
1137,5263,CHRNA4,NCBI,unipolar depression,MONDO,1
1137,5302,CHRNA4,NCBI,"attention deficit hyperactivity disorder, inattentive type",MONDO,1
1137,5379,CHRNA4,NCBI,neurotic disorder,MONDO,1
1137,5384,CHRNA4,NCBI,partial epilepsy,MONDO,1
1137,6891,CHRNA4,NCBI,partial motor epilepsy,MONDO,1
1137,7079_2491_4938_2046_5367_5689_4456_5186,CHRNA4,NCBI,substance abuse/dependence,MONDO_grouped,1
1137,7743,CHRNA4,NCBI,attention deficit-hyperactivity disorder,MONDO,1
1137,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,CHRNA4,NCBI,anxiety disorder,MONDO_grouped,1
1138,1386,CHRNA5,NCBI,visual epilepsy,MONDO,1
1138,21117,CHRNA5,NCBI,lung neoplasm,MONDO,1
1138,2494,CHRNA5,NCBI,substance-related disorder,MONDO,1
1138,3699,CHRNA5,NCBI,phobic disorder,MONDO,1
1138,5027,CHRNA5,NCBI,epilepsy,MONDO,1
1138,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,CHRNA5,NCBI,schizophrenia,MONDO_grouped,1
1138,5384,CHRNA5,NCBI,partial epilepsy,MONDO,1
1138,5531,CHRNA5,NCBI,morphine dependence,MONDO,1
1138,5567,CHRNA5,NCBI,substance withdrawal syndrome,MONDO,1
1138,6891,CHRNA5,NCBI,partial motor epilepsy,MONDO,1
1138,7079_2491_4938_2046_5367_5689_4456_5186,CHRNA5,NCBI,substance abuse/dependence,MONDO_grouped,1
1138,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,CHRNA5,NCBI,anxiety disorder,MONDO_grouped,1
1138,8575,CHRNA5,NCBI,nicotine dependence,MONDO,1
1138,8903,CHRNA5,NCBI,lung cancer,MONDO,1
1139,11401,CHRNA7,NCBI,Alzheimer disease without neurofibrillary tangles,MONDO,1
1139,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,CHRNA7,NCBI,Alzheimer disease,MONDO_grouped,1
1139,1386,CHRNA7,NCBI,visual epilepsy,MONDO,1
1139,20643,CHRNA7,NCBI,autism susceptibility 1,MONDO,1
1139,21117,CHRNA7,NCBI,lung neoplasm,MONDO,1
1139,22687_4742,CHRNA7,NCBI,cerebellar degeneration,MONDO_grouped,1
1139,4985_693_24613_1866,CHRNA7,NCBI,bipolar disorder,MONDO_grouped,1
1139,5027,CHRNA7,NCBI,epilepsy,MONDO,1
1139,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,CHRNA7,NCBI,schizophrenia,MONDO_grouped,1
1139,5258,CHRNA7,NCBI,autism spectrum disorder,MONDO,1
1139,5260,CHRNA7,NCBI,autism (disease),MONDO,1
1139,5384,CHRNA7,NCBI,partial epilepsy,MONDO,1
1139,5567,CHRNA7,NCBI,substance withdrawal syndrome,MONDO,1
1139,5942,CHRNA7,NCBI,Reye syndrome,MONDO,1
1139,6891,CHRNA7,NCBI,partial motor epilepsy,MONDO,1
1139,7403_5357_7012,CHRNA7,NCBI,Creutzfeldt Jacob disease,MONDO_grouped,1
1139,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,CHRNA7,NCBI,major affective disorder,MONDO_grouped,1
1139,8243,CHRNA7,NCBI,Pick disease,MONDO,1
1139,8575,CHRNA7,NCBI,nicotine dependence,MONDO,1
1139,8903,CHRNA7,NCBI,lung cancer,MONDO,1
1141,11401,CHRNB2,NCBI,Alzheimer disease without neurofibrillary tangles,MONDO,1
1141,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,CHRNB2,NCBI,Alzheimer disease,MONDO_grouped,1
1141,20643,CHRNB2,NCBI,autism susceptibility 1,MONDO,1
1141,22687_4742,CHRNB2,NCBI,cerebellar degeneration,MONDO_grouped,1
1141,3699,CHRNB2,NCBI,phobic disorder,MONDO,1
1141,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,CHRNB2,NCBI,schizophrenia,MONDO_grouped,1
1141,5258,CHRNB2,NCBI,autism spectrum disorder,MONDO,1
1141,5260,CHRNB2,NCBI,autism (disease),MONDO,1
1141,5302,CHRNB2,NCBI,"attention deficit hyperactivity disorder, inattentive type",MONDO,1
1141,5567,CHRNB2,NCBI,substance withdrawal syndrome,MONDO,1
1141,5942,CHRNB2,NCBI,Reye syndrome,MONDO,1
1141,7403_5357_7012,CHRNB2,NCBI,Creutzfeldt Jacob disease,MONDO_grouped,1
1141,7743,CHRNB2,NCBI,attention deficit-hyperactivity disorder,MONDO,1
1141,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,CHRNB2,NCBI,anxiety disorder,MONDO_grouped,1
1141,8243,CHRNB2,NCBI,Pick disease,MONDO,1
1142,1442,CHRNB3,NCBI,dysthymic disorder,MONDO,1
1142,4985_693_24613_1866,CHRNB3,NCBI,bipolar disorder,MONDO_grouped,1
1142,5263,CHRNB3,NCBI,unipolar depression,MONDO,1
1142,5379,CHRNB3,NCBI,neurotic disorder,MONDO,1
1142,5531,CHRNB3,NCBI,morphine dependence,MONDO,1
1142,7079_2491_4938_2046_5367_5689_4456_5186,CHRNB3,NCBI,substance abuse/dependence,MONDO_grouped,1
1142,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,CHRNB3,NCBI,major affective disorder,MONDO_grouped,1
1142,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,CHRNB3,NCBI,anxiety disorder,MONDO_grouped,1
1143,1386,CHRNB4,NCBI,visual epilepsy,MONDO,1
1143,21117,CHRNB4,NCBI,lung neoplasm,MONDO,1
1143,5027,CHRNB4,NCBI,epilepsy,MONDO,1
1143,5384,CHRNB4,NCBI,partial epilepsy,MONDO,1
1143,5531,CHRNB4,NCBI,morphine dependence,MONDO,1
1143,5567,CHRNB4,NCBI,substance withdrawal syndrome,MONDO,1
1143,6891,CHRNB4,NCBI,partial motor epilepsy,MONDO,1
1143,7079_2491_4938_2046_5367_5689_4456_5186,CHRNB4,NCBI,substance abuse/dependence,MONDO_grouped,1
1143,8903,CHRNB4,NCBI,lung cancer,MONDO,1
116443,1196,GRIN3A,NCBI,psychologic dyspareunia,MONDO,1
116443,4985_693_24613_1866,GRIN3A,NCBI,bipolar disorder,MONDO_grouped,1
116443,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,GRIN3A,NCBI,schizophrenia,MONDO_grouped,1
116443,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,GRIN3A,NCBI,major affective disorder,MONDO_grouped,1
1233,15758,CCR4,NCBI,primary cutaneous T-cell lymphoma,MONDO,1
1233,16701_16702,CCR4,NCBI,oligoastrocytoma,MONDO_grouped,1
1233,2691,CCR4,NCBI,liver cancer,MONDO,1
1233,5264,CCR4,NCBI,transient ischemic attack (disease),MONDO,1
1233,5299,CCR4,NCBI,brain ischemia,MONDO,1
1233,7256_18902_16216_3243,CCR4,NCBI,hepatocellular carcinoma,MONDO_grouped,1
1234,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,CCR5,NCBI,schizophrenia,MONDO_grouped,1
1234,5231,CCR5,NCBI,hepatitis C virus infection,MONDO,1
1268,10888,CNR1,NCBI,endometriosis of uterus,MONDO,1
1268,11122,CNR1,NCBI,obesity disorder,MONDO,1
1268,11986_4982_5003_6515_3232,CNR1,NCBI,pancreatitis,MONDO_grouped,1
1268,12048,CNR1,NCBI,endogenous depression,MONDO,1
1268,1386,CNR1,NCBI,visual epilepsy,MONDO,1
1268,1442,CNR1,NCBI,dysthymic disorder,MONDO,1
1268,19182,CNR1,NCBI,monogenic obesity,MONDO,1
1268,2009_12050_12100,CNR1,NCBI,major depressive disorder,MONDO_grouped,1
1268,2125,CNR1,NCBI,status epilepticus,MONDO,1
1268,2494,CNR1,NCBI,substance-related disorder,MONDO,1
1268,3699,CNR1,NCBI,phobic disorder,MONDO,1
1268,4985_693_24613_1866,CNR1,NCBI,bipolar disorder,MONDO_grouped,1
1268,5027,CNR1,NCBI,epilepsy,MONDO,1
1268,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,CNR1,NCBI,schizophrenia,MONDO_grouped,1
1268,5133,CNR1,NCBI,endometriosis (disease),MONDO,1
1268,5155,CNR1,NCBI,cirrhosis of liver,MONDO,1
1268,5263,CNR1,NCBI,unipolar depression,MONDO,1
1268,5301,CNR1,NCBI,multiple sclerosis,MONDO,1
1268,5302,CNR1,NCBI,"attention deficit hyperactivity disorder, inattentive type",MONDO,1
1268,5379,CNR1,NCBI,neurotic disorder,MONDO,1
1268,5384,CNR1,NCBI,partial epilepsy,MONDO,1
1268,5468,CNR1,NCBI,hypotensive disorder,MONDO,1
1268,5531,CNR1,NCBI,morphine dependence,MONDO,1
1268,5567,CNR1,NCBI,substance withdrawal syndrome,MONDO,1
1268,6891,CNR1,NCBI,partial motor epilepsy,MONDO,1
1268,7079_2491_4938_2046_5367_5689_4456_5186,CNR1,NCBI,substance abuse/dependence,MONDO_grouped,1
1268,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,CNR1,NCBI,major affective disorder,MONDO_grouped,1
1268,7743,CNR1,NCBI,attention deficit-hyperactivity disorder,MONDO,1
1268,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,CNR1,NCBI,anxiety disorder,MONDO_grouped,1
1269,11764_11658_13625_8199_14604_11613_14233_11562_8200_14796_17279_5180_6966_828_10796_10360_11737_13167,CNR2,NCBI,Parkinson disease,MONDO_grouped,1
1269,11986_4982_5003_6515_3232,CNR2,NCBI,pancreatitis,MONDO_grouped,1
1269,12048,CNR2,NCBI,endogenous depression,MONDO,1
1269,1442,CNR2,NCBI,dysthymic disorder,MONDO,1
1269,15165,CNR2,NCBI,acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor,MONDO,1
1269,15166,CNR2,NCBI,acute myeloid leukemia with t(8;21)(q22;q22) translocation,MONDO,1
1269,15667,CNR2,NCBI,unclassified acute myeloid leukemia,MONDO,1
1269,16266,CNR2,NCBI,squamous cell carcinoma of the corpus uteri,MONDO,1
1269,16267,CNR2,NCBI,undifferentiated carcinoma of the corpus uteri,MONDO,1
1269,16419,CNR2,NCBI,hereditary breast carcinoma,MONDO,1
1269,17893,CNR2,NCBI,inherited acute myeloid leukemia,MONDO,1
1269,17894,CNR2,NCBI,acute myeloid leukemia with CEBPA somatic mutations,MONDO,1
1269,18256,CNR2,NCBI,acute myeloid leukemia with t(8;16)(p11;p13) translocation,MONDO,1
1269,18433,CNR2,NCBI,acute myeloid leukemia with t(6;9)(p23;q34),MONDO,1
1269,18434,CNR2,NCBI,acute myeloid leukemia with t(9;11)(p22;q23),MONDO,1
1269,18435,CNR2,NCBI,acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2),MONDO,1
1269,18437,CNR2,NCBI,acute myeloid leukemia with NPM1 somatic mutations,MONDO,1
1269,18874_4643,CNR2,NCBI,myeloid leukemia,MONDO_grouped,1
1269,19457,CNR2,NCBI,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO,1
1269,2009_12050_12100,CNR2,NCBI,major depressive disorder,MONDO_grouped,1
1269,20320,CNR2,NCBI,acute myeloblastic leukemia with maturation,MONDO,1
1269,21100,CNR2,NCBI,breast neoplasm,MONDO,1
1269,2277,CNR2,NCBI,arteriosclerosis disorder,MONDO,1
1269,3582,CNR2,NCBI,hereditary breast ovarian cancer syndrome,MONDO,1
1269,4985_693_24613_1866,CNR2,NCBI,bipolar disorder,MONDO_grouped,1
1269,4989,CNR2,NCBI,breast carcinoma,MONDO,1
1269,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,CNR2,NCBI,schizophrenia,MONDO_grouped,1
1269,5155,CNR2,NCBI,cirrhosis of liver,MONDO,1
1269,5223,CNR2,NCBI,acute myeloid leukemia with minimal differentiation,MONDO,1
1269,5224,CNR2,NCBI,acute myeloblastic leukemia without maturation,MONDO,1
1269,5263,CNR2,NCBI,unipolar depression,MONDO,1
1269,5311,CNR2,NCBI,atherosclerosis,MONDO,1
1269,5379,CNR2,NCBI,neurotic disorder,MONDO,1
1269,7079_2491_4938_2046_5367_5689_4456_5186,CNR2,NCBI,substance abuse/dependence,MONDO_grouped,1
1269,7254,CNR2,NCBI,breast cancer,MONDO,1
1269,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,CNR2,NCBI,major affective disorder,MONDO_grouped,1
1269,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,CNR2,NCBI,anxiety disorder,MONDO_grouped,1
1312,12048,COMT,NCBI,endogenous depression,MONDO,1
1312,1340,COMT,NCBI,heart cancer,MONDO,1
1312,1442,COMT,NCBI,dysthymic disorder,MONDO,1
1312,16266,COMT,NCBI,squamous cell carcinoma of the corpus uteri,MONDO,1
